xValue,yValue
0.6000000000000001,6119.80380886654
0.8,8164.159447242711
1.0,10448.077242805415
1.2,12956.556485147248
1.4,15669.173475384341
1.5999999999999999,17857.566289326016
1.7999999999999998,19969.599451951937
1.9999999999999998,21956.366135394663
2.1999999999999997,23770.530317321274
2.4,25367.74365183185
2.6,26788.831769600547
2.8000000000000003,28024.032779829682
3.0000000000000004,29070.43051631148
3.2000000000000006,29931.93253986906
3.400000000000001,30618.9809024168
3.600000000000001,31138.692640434703
3.800000000000001,31500.685410284488
4.000000000000001,31716.239100923296
4.200000000000001,31797.43011939308
4.400000000000001,31756.282536422714
4.600000000000001,31605.054078595225
4.800000000000002,31355.842700012196
5.000000000000002,31020.290026947685
5.200000000000002,30609.389778881316
5.400000000000002,30133.402453961127
5.600000000000002,29601.746489915473
5.8000000000000025,29022.94620559491
6.000000000000003,28404.625950053844
6.200000000000003,27753.538117652395
6.400000000000003,27075.61191953907
6.600000000000003,26376.02446092338
6.800000000000003,25659.28597353885
7.0000000000000036,24929.33205749516
7.200000000000004,24189.617138899954
7.400000000000004,23443.204910641918
7.600000000000004,22692.851472652783
7.800000000000004,21941.078054437392
8.000000000000004,21190.23131688203
8.200000000000003,20442.53022768933
8.400000000000002,19700.09933773047
8.600000000000001,18964.98912115314
8.8,18239.18471699074
9.0,17524.60491240036
9.2,16823.093537003424
9.399999999999999,16136.405603483565
9.599999999999998,15466.190526027587
9.799999999999997,14813.974593912597
9.999999999999996,14181.144597286717
10.199999999999996,13568.934125120883
10.399999999999995,12978.413613133935
10.599999999999994,12410.48474730978
10.799999999999994,11865.879360963601
10.999999999999993,11345.16253219791
11.199999999999992,10848.739221814461
11.399999999999991,10376.863511449803
11.59999999999999,9929.649322986259
11.79999999999999,9507.081430557835
11.99999999999999,9109.025615254533
12.199999999999989,8735.236951927214
12.399999999999988,8385.365442588698
12.599999999999987,8058.958501617086
12.799999999999986,7755.460130245185
12.999999999999986,7474.206965525967
13.199999999999985,7214.421725734071
13.399999999999984,6975.20487520715
13.599999999999984,6755.525575352203
13.799999999999983,6554.213157859893
13.999999999999982,6369.950439483369
14.199999999999982,6201.270189467645
14.39999999999998,6046.555961419675
14.59999999999998,5904.048317487163
14.79999999999998,5771.857215750212
14.999999999999979,5647.981017536105
15.199999999999978,5530.332218820096
15.399999999999977,5416.769639628259
15.599999999999977,5305.136438534687
15.799999999999976,5193.3029762773185
15.999999999999975,5079.213251627819
16.199999999999974,4960.933389516782
16.399999999999974,4836.7004880603845
16.599999999999973,4704.970035574708
16.799999999999972,4564.460094713439
16.99999999999997,4414.190518175964
17.19999999999997,4253.515604769916
17.39999999999997,4082.1488183018264
17.59999999999997,3900.1784643022893
17.79999999999997,3708.073538307901
17.999999999999968,3506.6793102579836
18.199999999999967,3297.2025777855915
18.399999999999967,3081.1868920763254
18.599999999999966,2860.4784194425556
18.799999999999965,2637.1834368462173
18.999999999999964,2413.618758814688
19.199999999999964,2192.2566467622023
19.399999999999963,1975.6659517110409
19.599999999999962,1766.4513817044788
19.79999999999996,1567.1928614963344
19.99999999999996,1380.3869617557227
20.19999999999996,1208.3923170065011
20.39999999999996,1053.380826350972
20.59999999999996,917.2962407867792
20.799999999999958,801.8214893427208
20.999999999999957,708.3557888604765
21.199999999999957,638.0022265522182
21.399999999999956,591.5661101564405
21.599999999999955,569.5639595982395
21.799999999999955,572.2425808728445
21.999999999999954,599.607233932305
22.199999999999953,651.4574999902401
22.399999999999952,727.4290893870277
22.59999999999995,827.0395288092602
22.79999999999995,949.7354452698938
22.99999999999995,1094.9390407934022
23.19999999999995,1262.0913397528357
23.39999999999995,1450.6898990485176
23.599999999999948,1660.318902632446
23.799999999999947,1890.6699122564805
23.999999999999947,2141.552004407357
24.199999999999946,2412.8905704864924
24.399999999999945,2704.7146678870754
24.599999999999945,3017.1334525004713
24.799999999999944,3350.302863061189
24.999999999999943,3704.384327312252
25.199999999999942,4079.4977822947662
25.39999999999994,4475.671712049817
25.59999999999994,4892.793176886211
25.79999999999994,5330.560917822591
25.99999999999994,5788.444555813112
26.19999999999994,6265.652666273496
26.399999999999938,6761.112104459015
26.599999999999937,7273.460406173909
26.799999999999937,7801.052420366673
26.999999999999936,8341.98158237419
27.199999999999935,8894.115451317875
27.399999999999935,9455.144357518118
27.599999999999934,10022.641280653488
27.799999999999933,10594.130448505926
27.999999999999932,11167.16164547223
28.199999999999932,11739.386877514165
28.39999999999993,12308.635874069421
28.59999999999993,12872.986925120611
28.79999999999993,13430.829749562028
28.99999999999993,13980.917455070758
29.19999999999993,14522.405156254117
29.399999999999928,15054.873435467845
29.599999999999927,15578.335522234662
29.799999999999926,16093.227792193296
29.999999999999925,16600.38390372698
30.199999999999925,17100.993560301482
30.399999999999924,17596.547473560244
30.599999999999923,18088.770576945888
30.799999999999923,18579.545880168007
30.999999999999922,19070.831548237016
31.19999999999992,19564.573831779246
31.39999999999992,20062.618374700218
31.59999999999992,20566.62219564394
31.79999999999992,21077.96830552639
31.99999999999992,21597.684517488262
32.19999999999992,22126.367567053596
32.39999999999992,22664.11321670883
32.59999999999992,23210.452621534994
32.799999999999926,23764.294929646556
32.99999999999993,24323.875925162836
33.19999999999993,24886.712393478785
33.399999999999935,25449.56200685232
33.59999999999994,26008.388894231233
33.79999999999994,26558.335649427383
33.99999999999994,27093.7021837873
34.199999999999946,27607.933204397043
34.39999999999995,28093.61749180723
34.59999999999995,28542.50341765755
34.799999999999955,28945.52656879683
34.99999999999996,29292.859683337207
35.19999999999996,29573.995103055353
35.39999999999996,29777.86904426565
35.599999999999966,29892.952769331227
35.79999999999997,29907.43280757853
35.99999999999997,29809.48040838465
36.199999999999974,29587.604453813798
36.39999999999998,29230.36433643291
36.59999999999998,28727.14063228984
36.79999999999998,28068.92074756651
36.999999999999986,27249.060079062223
37.19999999999999,26257.817527601568
37.39999999999999,25091.554106498013
37.599999999999994,23752.991410653976
37.8,22251.224833389733
38.0,20548.03974489597
38.2,18684.804414808885
38.400000000000006,16705.65538217706
38.60000000000001,14656.179444338384
38.80000000000001,12117.576194923515
39.000000000000014,9770.57557846913
39.20000000000002,7634.114676959029
39.40000000000002,5722.0770712363255
